displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
,gravidanoph1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020086,Gravid/semigravid  other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total gravid/semigravid  other Anopheles sp.,NA,variable
,totalother3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000200,Other female Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,,,variable
,totalother2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000200,Other female Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,,,variable
,totalother1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000200,Other female Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,,,variable
,unableassessanoph2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020188,Unable to assess other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total  other Anopheles sp. unable to assess,NA,variable
,unableassessanoph3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020188,Unable to assess other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total  other Anopheles sp. unable to assess,NA,variable
,unableassessanoph1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020188,Unable to assess other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total  other Anopheles sp. unable to assess,NA,variable
,unfedanoph2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020197,Unfed other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total unfed other Anopheles sp.,NA,variable
,unfedanoph1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020197,Unfed other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total unfed other Anopheles sp.,NA,variable
,unfedanoph3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020197,Unfed other Anopheles species count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total unfed other Anopheles sp.,NA,variable
,fedfunes2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000192,Bloodfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total blood fed An. funestus,NA,variable
,fedfunes1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000192,Bloodfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total blood fed An. funestus,NA,variable
,fedfunes3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000192,Bloodfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total blood fed An. funestus,NA,variable
,totalfunestus3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000136,Female Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,,,variable
,totalfunestus2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000136,Female Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,,,variable
,totalfunestus1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000136,Female Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,,,variable
,gravidfenes1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000197,Gravid Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total gravid/semigravid An. Funestus,,variable
,gravidfenes3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000197,Gravid Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total gravid/semigravid An. Funestus,,variable
,gravidfenes2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000197,Gravid Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total gravid/semigravid An. Funestus,,variable
,unableassess3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000202,Unable to assess Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total An. funestus unable to assess,NA,variable
,unableassess2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000202,Unable to assess Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total An. funestus unable to assess,NA,variable
,unableassess1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000202,Unable to assess Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total An. funestus unable to assess,NA,variable
,unfedfunes3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000204,Unfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total unfed An. funestus,NA,variable
,unfedfunes2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000204,Unfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total unfed An. funestus,NA,variable
,unfedfunes1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000204,Unfed Anopheles funestus count,,Entomology,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Total unfed An. funestus,NA,variable
,fedgamb2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000193,Bloodfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total blood fed An.gambiae sl,NA,variable
,fedgamb3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000193,Bloodfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total blood fed An.gambiae sl,NA,variable
,fedgamb1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000193,Bloodfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total blood fed An.gambiae sl,NA,variable
,totalgambiae3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000137,Female Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
,totalgambiae2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000137,Female Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
,totalgambiae1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000137,Female Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
,gravidgambie3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000198,Gravid Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total gravid/semigravid An. gambiae,NA,variable
,gravidgambie2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000198,Gravid Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total gravid/semigravid An. gambiae,NA,variable
,gravidgambie1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000198,Gravid Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total gravid/semigravid An. gambiae,NA,variable
,gunableassess3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000203,Unable to assess Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total An. gambiae unable to assess,NA,variable
,gunableassess2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000203,Unable to assess Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total An. gambiae unable to assess,NA,variable
,gunableassess1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000203,Unable to assess Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total An. gambiae unable to assess,NA,variable
,unfedgamb1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000205,Unfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total unfed An. Gambiae sl,NA,variable
,unfedgamb2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000205,Unfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total unfed An. Gambiae sl,NA,variable
,unfedgamb3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000205,Unfed Anopheles gambiae count,,Entomology,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000323,Total unfed An. Gambiae sl,NA,variable
,height,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,height,NA,variable
,weight,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,weight,NA,variable
,bankacco,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,bed,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_00000501,Bed,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,bicycle,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,mboat,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0000179,Boat with a motor,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,nomboat,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0000170,Boat without a motor,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,car,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,cassette,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000578,Cassette player,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,chair,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000586,Chair,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,clock,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000596,Clock,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,cupboard,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000595,Cupboard,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,desktop,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0020204,Desktop computer,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,electricity,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,internet,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0020205,Internet device,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,laptop,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0020206,Laptop,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,mobile,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,scooter,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,radio,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000577,Radio,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,fridge,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,smartphone,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0020207,Smartphone,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,sofa,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,tble,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000584,Table,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,tablet,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0020208,Tablet,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,tv,Household level data FINAL.dta,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,watch,Household level data FINAL.dta,http://purl.obolibrary.org/obo/EUPATH_0000186,Watch,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,value
,,,http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/EUPATH_0020005,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/EUPATH_0020005,,,category
,anemia10,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020209,Anemia (hemoglobin less than 10g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable
,hemoglobin,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin(g/DL),NA,variable
,totalanopheles,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0025004,Anopheles count,Total number of female anopheles caught in light trap,Observation,CDC light trap,http://purl.obolibrary.org/obo/EUPATH_0020228,,,variable
,convulsions,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020006,1-2 convulsions over 24h,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,1-2 convulsions over a 24 hour period,"1-Yes
0-No",value
,lethargy,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020102,Lethargy,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,Lethargy,"1-Yes
0-No",value
,unabletodrink,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020191,Unable to breastfeed or drink,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,Unable to breastfeed or drink,"1-Yes
0-No",value
,unabletosit,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020192,Unable to sit,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,Inability to sit up or stand,"1-Yes
0-No",value
,vomitingc,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020202,Vomiting everything,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,Vomiting everything,"1-Yes
0-No",value
,culex3,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020210,Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,,,variable
,culex2,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020210,Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,,,variable
,culex1,CDC LT data through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020210,Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,,,variable
,cause1,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 1,NA,variable
,cause1,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 2,NA,variable
,cause1,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Primary cause of death,NA,variable
,cause3,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 1,NA,variable
,cause3,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 2,NA,variable
,cause3,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Primary cause of death,NA,variable
,cause2,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 1,NA,variable
,cause2,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Other contributing causes 2,NA,variable
,cause2,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Primary cause of death,NA,variable
,death,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000150,Death date,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Date of subject Death,,variable
,r2malaria,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020068,Death malaria-related,,Observation,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Was subject's Death related to malaria?,"1-Yes
4-Possibly
0-No
5-unknown",variable
,participantdie,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0010067,Place of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Where did the Participant die?,"1-Home
2-Health Centre II,III,IV
3-Hospital
4-private clinic
5-other",variable
,dob,PRISM 2 expanded database through February 28th 2019.dta,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Date of birth,NA,variable
,,,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,category
,gender,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Gender,"1-Male
2-Female",variable
,incidentmalaria,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000036,Incident malaria,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,,,variable
,anymalaria,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,,,variable
,malariafuday,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0020236,Malaria follow up day,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,,,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx4 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx3 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx6 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx2 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx1 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx5code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx8 code,NA,variable
,dx6code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx7 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx4 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx3 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx6 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx2 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx1 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx5code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx8 code,NA,variable
,dx8code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx7 code,NA,variable
,dx4code,PRISM 2 expanded database through February 28th 2019.dta,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,dx4 code,NA,variable
