source_id	name	definition	synonyms	Uri	is_obslete
EUPATH_0000194	number of female Anopheles dissected for parity in a collection			http://purl.obolibrary.org/obo/EUPATH_0000194	FALSE
EUPATH_0000195	number of female null parous Anopheles in a collection			http://purl.obolibrary.org/obo/EUPATH_0000195	FALSE
EUPATH_0000196	number of female parous Anopheles in a collection			http://purl.obolibrary.org/obo/EUPATH_0000196	FALSE
EUPATH_0000197	number of gravid or semi-gravid Anopheles funestus in a collection			http://purl.obolibrary.org/obo/EUPATH_0000197	FALSE
EUPATH_0000198	number of gravid or semi-gravid female Anopheles gambiae in a collection			http://purl.obolibrary.org/obo/EUPATH_0000198	FALSE
EUPATH_0000200	number of non-gambiae or funestus female Anopheles species in a collection			http://purl.obolibrary.org/obo/EUPATH_0000200	FALSE
EUPATH_0000201	number of sleeping places in dwelling with a household			http://purl.obolibrary.org/obo/EUPATH_0000201	FALSE
EUPATH_0000202	number of unassessable Anopheles funestus in a collection			http://purl.obolibrary.org/obo/EUPATH_0000202	FALSE
EUPATH_0000203	number of unassessable Anopheles gambiae in a collection			http://purl.obolibrary.org/obo/EUPATH_0000203	FALSE
EUPATH_0000204	number of unfed female Anopheles funestus in a collection			http://purl.obolibrary.org/obo/EUPATH_0000204	FALSE
EUPATH_0000205	number of unfed female Anopheles gambiae in a collection			http://purl.obolibrary.org/obo/EUPATH_0000205	FALSE
EUPATH_0000207	presence of Plasmodium gametocytes			http://purl.obolibrary.org/obo/EUPATH_0000207	FALSE
EUPATH_0000208	reason for participant withdrawal			http://purl.obolibrary.org/obo/EUPATH_0000208	FALSE
EUPATH_0000216	slept in an insecticide treated net last night information			http://purl.obolibrary.org/obo/EUPATH_0000216	FALSE
EUPATH_0000217	sum number of female Anopheles examined for sporozoites in a collection			http://purl.obolibrary.org/obo/EUPATH_0000217	FALSE
EUPATH_0000218	sum number of female Anopheles with Plasmodium sporozoites in a collection			http://purl.obolibrary.org/obo/EUPATH_0000218	FALSE
EUPATH_0000219	time of screening			http://purl.obolibrary.org/obo/EUPATH_0000219	FALSE
EUPATH_0000252	Muscle aches			http://purl.obolibrary.org/obo/EUPATH_0000252	FALSE
EUPATH_0000301	summary information about a dwelling			http://purl.obolibrary.org/obo/EUPATH_0000301	FALSE
EUPATH_0000302	information on dwelling facilities			http://purl.obolibrary.org/obo/EUPATH_0000302	FALSE
EUPATH_0000303	information on dwelling physical characteristics			http://purl.obolibrary.org/obo/EUPATH_0000303	FALSE
EUPATH_0000304	socioeconomic factor			http://purl.obolibrary.org/obo/EUPATH_0000304	FALSE
EUPATH_0000305	aggregated clinical visit information			http://purl.obolibrary.org/obo/EUPATH_0000305	FALSE
EUPATH_0000306	human genotype information			http://purl.obolibrary.org/obo/EUPATH_0000306	FALSE
EUPATH_0000307	information on participant study details			http://purl.obolibrary.org/obo/EUPATH_0000307	FALSE
EUPATH_0000308	hospitalization information			http://purl.obolibrary.org/obo/EUPATH_0000308	FALSE
EUPATH_0000309	symptom or sign information			http://purl.obolibrary.org/obo/EUPATH_0000309	FALSE
EUPATH_0000310	information on clinical visit details			http://purl.obolibrary.org/obo/EUPATH_0000310	FALSE
EUPATH_0000311	clinical visit type information			http://purl.obolibrary.org/obo/EUPATH_0000311	FALSE
EUPATH_0000312	aggregated entomological measurement data			http://purl.obolibrary.org/obo/EUPATH_0000312	FALSE
EUPATH_0000313	individual entomological measurement data			http://purl.obolibrary.org/obo/EUPATH_0000313	FALSE
EUPATH_0000316	malaria severity and basis information			http://purl.obolibrary.org/obo/EUPATH_0000316	FALSE
EUPATH_0000317	diagnosis other than malaria			http://purl.obolibrary.org/obo/EUPATH_0000317	FALSE
EUPATH_0000318	hospital admission information			http://purl.obolibrary.org/obo/EUPATH_0000318	FALSE
EUPATH_0000319	date of hospital admission			http://purl.obolibrary.org/obo/EUPATH_0000319	FALSE
EUPATH_0000320	date of hospital discharge			http://purl.obolibrary.org/obo/EUPATH_0000320	FALSE
EUPATH_0000321	diagnosis at discharge			http://purl.obolibrary.org/obo/EUPATH_0000321	FALSE
EUPATH_0000322	Anopheles funestus related information			http://purl.obolibrary.org/obo/EUPATH_0000322	FALSE
EUPATH_0000323	Anopheles gambiae sensu lato related information			http://purl.obolibrary.org/obo/EUPATH_0000323	FALSE
EUPATH_0000324	mosquito parity information			http://purl.obolibrary.org/obo/EUPATH_0000324	FALSE
EUPATH_0000325	sporozoite testing information			http://purl.obolibrary.org/obo/EUPATH_0000325	FALSE
EUPATH_0000326	aggregated sporozoite testing information			http://purl.obolibrary.org/obo/EUPATH_0000326	FALSE
EUPATH_0000327	entomological measurement data			http://purl.obolibrary.org/obo/EUPATH_0000327	FALSE
EUPATH_0000328	clinical visit information			http://purl.obolibrary.org/obo/EUPATH_0000328	FALSE
EUPATH_0000333	easting coordinate measurement datum			http://purl.obolibrary.org/obo/EUPATH_0000333	FALSE
EUPATH_0000334	northing coordinate measurement datum			http://purl.obolibrary.org/obo/EUPATH_0000334	FALSE
EUPATH_0000335	human waste disposal			http://purl.obolibrary.org/obo/EUPATH_0000335	FALSE
EUPATH_0000336	number of non-scheduled visits			http://purl.obolibrary.org/obo/EUPATH_0000336	FALSE
EUPATH_0000337	number of scheduled visits			http://purl.obolibrary.org/obo/EUPATH_0000337	FALSE
EUPATH_0000338	malaria diagnosis and blood smear information			http://purl.obolibrary.org/obo/EUPATH_0000338	FALSE
EUPATH_0000482	asexual parasites present by loop-mediated isothermal amplification assay			http://purl.obolibrary.org/obo/EUPATH_0000482	FALSE
EUPATH_0000483	asexual parasites present			http://purl.obolibrary.org/obo/EUPATH_0000483	FALSE
EUPATH_0000484	diagnosis of asymptomatic parasitemia			http://purl.obolibrary.org/obo/EUPATH_0000484	FALSE
EUPATH_0000485	diagnosis of submicroscopic parasitemia			http://purl.obolibrary.org/obo/EUPATH_0000485	FALSE
GAZ_00000448	geographic location			http://purl.obolibrary.org/obo/GAZ_00000448	FALSE
HP_0000952	Jaundice			http://purl.obolibrary.org/obo/HP_0000952	FALSE
HP_0002013	Vomiting			http://purl.obolibrary.org/obo/HP_0002013	FALSE
HP_0002027	Abdominal pain			http://purl.obolibrary.org/obo/HP_0002027	FALSE
HP_0002315	Headache			http://purl.obolibrary.org/obo/HP_0002315	FALSE
IAO_0000408	length measurement datum			http://purl.obolibrary.org/obo/IAO_0000408	FALSE
IAO_0000414	mass measurement datum			http://purl.obolibrary.org/obo/IAO_0000414	FALSE
OBI_0100051	specimen			http://purl.obolibrary.org/obo/OBI_0100051	FALSE
OBI_0400065	light source			http://purl.obolibrary.org/obo/OBI_0400065	FALSE
OGMS_0000015	clinical history			http://purl.obolibrary.org/obo/OGMS_0000015	FALSE
OGMS_0000018	laboratory finding			http://purl.obolibrary.org/obo/OGMS_0000018	FALSE
OGMS_0000073	diagnosis			http://purl.obolibrary.org/obo/OGMS_0000073	FALSE
OGMS_0000083	Physical Examination			http://purl.obolibrary.org/obo/OGMS_0000083	FALSE
PATO_0000047	biological sex			http://purl.obolibrary.org/obo/PATO_0000047	FALSE
SYMP_0000064	joint pain			http://purl.obolibrary.org/obo/SYMP_0000064	FALSE
SYMP_0000124	seizure			http://purl.obolibrary.org/obo/SYMP_0000124	FALSE
SYMP_0000523	anorexia			http://purl.obolibrary.org/obo/SYMP_0000523	FALSE
SYMP_0000614	cough			http://purl.obolibrary.org/obo/SYMP_0000614	FALSE
SYMP_0019177	fatigue			http://purl.obolibrary.org/obo/SYMP_0019177	FALSE
http://www.w3.org/2002/07/owl#Thing	Thing			http://www.w3.org/2002/07/owl#Thing	FALSE
subClassOf	is a	is a relation		http://www.w3.org/2000/01/rdf-schema#subClassOf	FALSE
synonymOf	synonym	term in data dictionary		http://purl.obolibrary.org/obo/eupath/icemr.owl#synonymOf	FALSE
